success,tokenNum,teamSize,USA,UK,othercountry,overallrating,offered_ownership,duration,priceETH,isERC,softcap,hardcap,whitepaper,video,socialMedia
1,16.89558398,2.302585093,0,0,1,2.4,0.68,31,0.0014,NA,0,1,1,0,0
0,17.72753356,1.945910149,0,0,1,2.6,0.5,28,0.00025,1,1,1,1,1,0
0,19.11382792,2.397895273,0,0,1,3.5,0.6,7,2.00E-04,1,1,1,1,1,0
1,17.03438638,1.791759469,1,0,0,2.4,0.6,55,0.00168,1,1,1,1,0,0
0,13.81551056,#NAME?,1,0,0,1.8,NA,68,0.00203,NA,0,0,1,0,0
0,#NAME?,1.945910149,0,0,1,2.7,0.45,193,0.00014,NA,0,0,1,1,3
0,#NAME?,2.772588722,1,0,0,2.3,NA,21,0.00014,NA,0,0,1,1,0
0,15.42494847,1.098612289,0,0,1,2.4,0.5,68,0.01,1,0,0,1,1,0
1,NA,1.386294361,0,0,1,2.5,NA,30,NA,NA,1,0,1,0,1
0,15.20180492,1.098612289,0,0,1,1.8,0.75,30,0.00014,1,1,1,1,0,0
1,18.0640058,2.890371758,0,0,1,2.6,NA,30,0.0014,1,1,1,1,1,0
1,NA,0.693147181,0,1,0,1.6,NA,79,NA,1,1,1,1,0,0
1,19.80697511,3.135494216,0,0,1,3.7,0.8,8,0.00014,1,1,1,1,1,2
0,18.75715298,1.609437912,1,0,0,2.7,0.7,90,0.000126,1,0,1,1,1,0
1,20.21244021,3.044522438,0,0,1,4,0.3,14,2.50E-05,1,1,1,1,1,2
0,14.50865774,1.609437912,0,0,1,2.1,0.74,30,6.70E-05,1,0,0,1,0,0
0,16.860033,2.397895273,0,1,0,3.9,0.54,33,9.50E-05,1,1,1,1,1,3
0,18.0640058,1.791759469,0,0,1,2.3,0.7,28,0.00033,1,0,1,1,0,0
1,14.50865774,1.791759469,0,0,1,3.8,0.18,30,0.00225,1,0,1,1,1,0
0,16.91660334,2.890371758,0,1,0,4.1,0.9,56,0.00112,1,1,1,1,1,0
1,17.72753356,3.091042453,0,0,1,3.7,0.5,27,0.0011,1,0,1,1,1,0
1,6.907755279,1.098612289,0,0,1,3,NA,1,42,NA,0,1,1,1,2
0,21.46520318,2.944438979,0,0,1,2.9,0.7,31,2.55E-06,NA,1,1,1,1,0
1,NA,2.197224577,0,0,1,2.3,NA,37,0.523,1,NA,NA,NA,NA,NA
0,#NAME?,0,0,0,1,2.6,NA,60,0.098,1,0,1,1,1,0
1,17.39929654,2.772588722,0,0,1,4.1,0.43,14,4.67E-05,0,0,1,1,1,3
1,NA,2.079441542,1,0,0,2.5,0.6,23,7.00E-04,1,0,1,1,1,1
1,18.83444465,2.564949357,0,0,1,3.8,0.6,27,0.00018,1,1,1,1,1,3
0,#NAME?,2.944438979,0,0,1,3.6,0.62,73,7.00E-04,1,1,1,1,1,0
1,NA,2.772588722,0,0,1,4.2,0.75,14,0.0014,1,0,1,1,1,0
1,18.47894965,2.708050201,0,0,1,3.5,0.53,26,0.000385,1,0,1,1,1,2
1,17.62217305,1.609437912,0,0,1,2.6,NA,21,0.0033,1,1,1,1,0,0
1,NA,2.302585093,0,0,1,2,NA,10,0.0014,1,0,1,1,1,0
1,NA,3.33220451,0,0,1,1.5,0.55,35,0.0014,NA,0,0,1,0,0
1,22.82739999,2.63905733,0,0,1,4,0.82,20,4.00E-06,1,1,1,1,0,0
0,19.67344371,2.079441542,0,1,0,1.9,0.7,44,0.00383,1,0,1,1,1,0
1,NA,1.945910149,0,0,1,2.9,NA,30,5.00E-04,1,1,1,1,1,0
1,NA,2.890371758,0,0,1,3.9,0.51,10,5.00E-04,1,1,1,1,1,2
1,19.11382792,#NAME?,0,0,1,1.6,0.65,30,1.00E-04,1,1,0,1,0,0
0,4.709530201,2.48490665,1,0,0,2.4,0.86,41,7.00E-04,1,0,1,1,1,0
1,5.891644212,2.890371758,0,0,1,4.1,0.4,28,0.000154,1,1,1,1,1,3
0,18.42068074,1.791759469,0,0,1,1.9,0.1,120,0.00028,NA,0,1,1,0,0
1,NA,3.465735903,0,0,1,3.4,NA,72,0.0014,1,1,1,1,1,0
1,19.11382792,3.091042453,0,0,1,4.6,0.4,9,0.000112,1,1,1,1,1,2
1,19.92475814,2.833213344,0,0,1,3,0.79,60,0.00035,NA,1,1,1,1,2
1,21.12873095,2.708050201,0,0,1,4.8,0.38,91,3.00E-05,1,1,1,1,1,3
0,18.42068074,1.791759469,0,0,1,2.3,NA,31,0.0013,NA,0,1,1,1,0
1,15.8949521,2.63905733,0,0,1,3.3,1,65,7.00E-05,1,1,1,1,1,0
1,20.12542884,2.772588722,0,0,1,3.3,0.55,14,0.00028,NA,1,1,1,1,2
1,16.3412392,2.397895273,0,0,1,3.1,NA,48,0.01,NA,0,1,1,1,3
1,20.76248655,3.135494216,0,0,1,3,0.8,27,4.00E-05,1,1,1,1,0,0
0,17.03438638,2.079441542,0,0,1,2.8,NA,14,0.00042,NA,1,1,1,0,0
1,NA,2.944438979,0,0,1,1.4,NA,60,0.000672,0,0,0,0,0,0
1,17.08887457,1.791759469,1,0,0,3.4,0.88,25,0.0014,1,0,1,1,0,1
0,#NAME?,1.609437912,0,0,1,3.3,NA,28,NA,1,0,0,1,1,2
0,17.3990295,0.693147181,1,0,0,2.1,0.85,137,0.00035,NA,0,1,1,1,0
1,18.0640058,#NAME?,0,1,0,1.8,NA,28,NA,1,0,1,0,0,2
0,19.33896948,2.397895273,1,0,0,2.4,0.57,29,3.50E-05,1,0,1,1,0,0
1,16.04013411,2.890371758,0,0,1,4.4,0.55,59,0.0014,1,1,1,1,1,0
0,#NAME?,3.17805383,1,0,0,3.3,0.5,51,0.000392,0,1,1,1,1,3
0,#NAME?,2.564949357,0,0,1,1.6,0.7,44,0.00125,1,0,0,0,0,0
1,16.52356076,2.708050201,0,0,1,3.6,0.75,43,0.000154,1,0,1,1,1,0
1,NA,2.302585093,0,0,1,3.8,NA,0,0.00286,1,0,1,1,1,3
0,15.76142071,1.098612289,0,0,1,2,NA,30,0.003,NA,0,1,1,1,0
1,NA,2.772588722,1,0,0,2.8,NA,46,0.002,NA,0,0,1,1,0
0,17.21670794,1.791759469,0,0,1,2.7,0.75,20,NA,1,0,0,1,0,0
0,13.12236338,2.197224577,0,0,1,2.4,0.05,29,0.001,1,1,1,1,1,0
1,NA,1.791759469,0,0,1,1.9,0.46,140,1.40E-05,NA,1,1,1,0,0
1,NA,2.079441542,0,0,1,3.8,NA,62,1.01E-05,1,1,1,1,1,0
1,17.72753356,1.945910149,0,1,0,3.1,NA,101,0.0014,1,0,0,1,1,0
0,#NAME?,#NAME?,1,0,0,1.6,NA,24,0.00123,NA,0,0,1,1,0
0,#NAME?,#NAME?,0,0,1,1,NA,28,0.0014,NA,0,0,1,1,0
1,19.11382792,2.397895273,0,0,1,3.1,NA,14,NA,1,0,0,1,0,0
0,16.95100477,1.791759469,1,0,0,1.5,NA,28,0.00029,1,0,1,0,0,0
1,1.945910149,2.772588722,0,0,1,3.3,0.7,52,0.0098,1,0,1,1,1,0
0,25.32843602,2.890371758,1,0,0,4,0.25,67,NA,NA,0,1,1,1,0
0,18.89068437,1.945910149,1,0,0,3,0.8,58,9.00E-04,1,0,1,1,0,0
1,18.03501826,2.944438979,0,0,1,4.1,0.68,15,2.00E-04,1,1,1,1,1,0
0,16.57660112,2.302585093,0,0,1,3.6,0.55,31,0.002,1,1,1,1,1,0
1,NA,2.302585093,0,0,1,2.6,0.75,27,5.18E-05,0,1,1,1,1,0
0,19.00846741,2.302585093,1,0,0,2.7,0.6,21,9.80E-05,1,NA,NA,NA,NA,NA
1,NA,1.386294361,0,1,0,3.3,0.51,28,0.002,1,0,1,1,1,0
1,17.43985149,2.63905733,0,0,1,3,0.75,27,0.00105,1,1,1,1,0,0
0,#NAME?,2.63905733,1,0,0,4,0.51,31,0.00476,1,0,0,1,1,3
0,17.90985512,2.197224577,0,0,1,3.5,0.5,30,3.00E-04,1,1,1,1,1,0
0,#NAME?,1.945910149,0,0,1,2.4,NA,28,0.00049,1,1,1,1,1,0
1,21.63955657,2.48490665,1,0,0,3.5,0.5,28,1.40E-05,1,0,0,1,0,2
1,19.11382792,1.609437912,0,0,1,4,0.65,105,0.0014,1,1,1,1,1,0
1,NA,2.708050201,0,0,1,3.1,NA,59,NA,NA,0,0,1,1,3
1,NA,1.386294361,1,0,0,1.4,NA,30,NA,NA,0,0,1,0,0
0,24.03745184,3.044522438,0,0,1,3.3,0.28,14,1.68E-06,0,0,1,1,1,3
1,NA,2.079441542,0,0,1,3.6,NA,30,0.000435,1,0,1,1,1,0
1,17.90985512,2.772588722,0,0,1,3.9,0.6,41,7.00E-04,1,0,0,1,1,1
1,16.52356076,2.708050201,0,0,1,3.5,0.75,30,0.0028,1,1,1,1,1,0
0,19.51929303,2.564949357,0,0,1,2.3,NA,14,0.00015,1,1,1,1,1,0
0,4.49980967,1.945910149,0,0,1,2,0.9,87,7.00E-04,1,1,1,1,1,0
1,17.72753356,3.258096538,0,0,1,3.6,NA,28,0.00014,1,0,1,1,1,0
1,19.51929303,2.564949357,0,0,1,3.7,0.89,31,1.00E-04,NA,0,1,1,1,0
0,#NAME?,2.833213344,0,0,1,3.1,NA,30,0.001,1,0,1,1,1,0
0,19.5680832,2.302585093,0,0,1,2.8,0.75,30,0.00014,NA,1,1,1,1,0
0,17.3990295,2.564949357,0,0,1,1.9,0.18,28,0.02,0,0,1,1,0,0
1,19.37619219,2.302585093,0,0,1,2.5,NA,40,0.00042,1,1,1,1,0,0
1,17.72753356,2.63905733,0,0,1,3.4,0.85,56,0.0014,NA,0,1,1,1,0
1,16.81124283,2.63905733,0,0,1,3.6,0.9,80,0.0028,1,1,1,1,1,3
0,18.0640058,1.945910149,1,0,0,2.4,0.7,30,9.00E-05,1,1,1,1,0,0
0,19.51929303,2.833213344,0,0,1,3.4,0.16,13,5.00E-05,1,0,1,1,1,0
0,1.098612289,#NAME?,0,0,1,1.8,0.3,62,4.55E-05,1,0,0,1,0,0
0,19.80697511,1.386294361,0,0,1,2.9,0.7,16,0.0022,1,0,0,1,1,0
1,19.29614948,2.63905733,0,0,1,3.3,0.4,31,1.75E-05,NA,0,1,1,1,3
1,18.82614585,2.995732274,0,1,0,2.3,NA,41,0.00056,1,0,0,1,1,0
0,#NAME?,1.945910149,1,0,0,3.4,0.85,30,0.00126,1,1,1,1,1,3
0,#NAME?,3.258096538,0,0,1,3.7,NA,28,0.00167,NA,0,1,1,1,3
0,17.72753356,2.079441542,0,0,1,2,NA,45,0.0014,1,1,1,1,0,0
1,21.82187813,2.944438979,0,0,1,3.8,0.3,58,0.00014,NA,1,1,1,1,0
0,19.29614948,2.48490665,0,0,1,2.5,NA,66,0.0014,1,NA,NA,NA,NA,NA
0,15.42494847,0.693147181,0,0,1,1.6,NA,30,0.00014,1,0,1,1,0,0
1,18.42068074,#NAME?,0,0,1,2.4,NA,31,NA,1,1,1,1,0,2
0,18.42068074,2.197224577,0,1,0,1.9,0.5,29,0.005,NA,0,0,0,1,0
1,16.81124283,2.397895273,0,0,1,2.8,0.6,55,0.0012,1,1,1,1,1,0
1,20.72326584,3.17805383,0,0,1,3.4,0.5,21,9.10E-05,1,NA,NA,NA,NA,NA
1,NA,2.079441542,0,0,1,2.9,NA,0,0.00233,NA,0,0,1,1,0
0,19.11382792,2.63905733,0,0,1,2.3,NA,58,0.00035,1,1,1,1,1,0
0,19.16261809,1.609437912,1,0,0,3.4,0.4,28,6.70E-05,1,1,1,1,1,0
1,15.42494847,3.044522438,0,0,1,4.1,0.42,31,0.01,1,0,1,1,1,0
1,6.396929655,1.791759469,0,0,1,1.6,NA,30,0.000167,NA,1,1,0,0,0
1,17.03438638,2.079441542,0,1,0,2.6,0.76,42,0.017,NA,1,1,1,0,0
0,19.07300593,2.833213344,0,0,1,2.8,0.66,35,0.0014,NA,1,1,1,1,0
1,20.36659089,2.833213344,0,1,0,2.4,0.5,32,0.000196,1,1,1,1,1,0
1,15.8949521,2.564949357,0,0,1,2.8,NA,30,7.00E-04,1,1,1,1,0,0
0,#NAME?,2.079441542,0,0,1,2.3,NA,28,7.00E-04,1,0,0,1,1,0
1,17.21670794,2.833213344,1,0,0,4.2,0.3,8,0.0028,1,0,1,1,1,2
1,NA,2.397895273,0,0,1,4,NA,5,1.41E-05,1,0,0,1,1,3
0,18.55170901,2.079441542,0,1,0,1.9,0.6,51,0.0028,0,0,0,1,0,0
0,19.11382792,2.397895273,0,0,1,2.4,0.75,45,0.0011,NA,0,0,1,1,0
1,NA,1.945910149,0,0,1,3.4,NA,2,NA,NA,0,0,1,1,2
1,14.22097633,2.197224577,0,0,1,3.6,0.5,71,0.1,1,1,1,1,1,0
1,16.11809565,3.218875825,0,1,0,4.1,0.7,89,0.0028,1,1,1,1,1,0
1,NA,2.48490665,0,0,1,3.1,NA,0,NA,NA,0,0,1,1,3
0,#NAME?,1.609437912,0,0,1,2.2,NA,25,NA,NA,1,1,1,1,0
1,17.90985512,1.945910149,1,0,0,3.4,0.5,91,7.00E-04,1,1,1,1,1,0
1,NA,2.302585093,0,0,1,2.7,0.88,66,0.0014,1,0,1,1,1,0
0,16.11809565,#NAME?,0,0,1,1.4,0.48,39,0.002117,NA,0,0,1,1,0
0,#NAME?,1.386294361,0,0,1,2,NA,31,0.001,1,0,0,1,1,0
1,NA,3.218875825,0,0,1,4.1,NA,18,0.00033,1,1,1,1,1,2
1,NA,2.564949357,0,0,1,3,NA,32,NA,1,0,1,1,1,0
1,17.21670794,1.945910149,0,0,1,3.8,0.5,35,0.0016,1,0,1,1,1,2
0,19.29614948,2.197224577,0,0,1,3,0.55,31,7.00E-05,1,NA,NA,NA,NA,NA
0,17.15841688,3.583518938,0,0,1,3.4,0.88,59,0.0007769,1,1,1,1,0,0
1,NA,3.17805383,0,0,1,3.3,NA,25,7.00E-04,NA,0,0,1,0,2
1,NA,1.098612289,1,0,0,1.2,NA,35,0.01,1,1,1,0,0,0
0,16.92902587,1.791759469,0,0,1,1.6,0.75,30,0.001,1,1,0,1,0,0
1,20.00991595,2.302585093,0,0,1,3,0.49,28,1.00E-04,1,0,1,1,1,0
0,16.01273514,1.609437912,0,0,1,2.4,0.9,30,7.00E-04,NA,0,1,1,0,0
1,17.90985512,2.302585093,0,0,1,3.5,0.6,23,0.0018,NA,0,0,1,1,0
1,20.03011866,3.433987204,0,0,1,4.1,0.6,18,9.10E-05,1,0,1,1,1,0
1,17.90985512,3.555348061,0,0,1,4.1,NA,31,0.0014,1,1,1,1,1,0
1,18.68304501,2.079441542,0,0,1,3.5,0.65,41,0.00025,1,1,1,1,1,0
1,NA,2.197224577,0,0,1,3.5,NA,38,NA,1,0,1,1,1,2
1,NA,2.302585093,0,1,0,3.9,0.55,28,0.001,NA,1,1,1,0,3
1,18.42068074,1.791759469,1,0,0,3,NA,3,NA,NA,0,0,1,1,2
1,19.80697511,2.708050201,0,0,1,3.1,NA,31,0.00014,NA,0,1,1,1,1
0,16.52356076,#NAME?,0,0,1,2.5,0.7,50,0.00105,1,0,0,1,1,0
0,#NAME?,2.079441542,0,0,1,2.6,0.55,47,0.00014,1,0,0,1,0,3
1,18.27449823,2.397895273,0,1,0,3.9,0.72,60,0.0005264,1,1,1,1,1,0
0,19.98929666,2.63905733,0,0,1,3.6,0.6,30,7.00E-05,NA,1,1,1,1,2
1,17.50439001,2.944438979,0,1,0,4.3,NA,63,NA,1,1,1,1,1,3
0,20.21244021,3.526360525,0,0,1,2.5,0.06,48,0.00112,0,1,1,1,1,0
1,17.72753356,2.397895273,0,0,1,3.5,0.83,107,0.0025,1,0,1,1,1,0
1,16.860033,1.791759469,0,0,1,2.7,0.5,35,0.00014,NA,0,1,1,1,0
0,17.09340972,2.197224577,1,0,0,2.5,0.78,32,7.00E-04,1,1,1,1,0,0
0,#NAME?,1.386294361,0,0,1,1.6,NA,20,NA,NA,0,0,1,0,0
0,19.80697511,2.079441542,1,0,0,3.6,NA,28,NA,NA,0,0,1,1,0
1,NA,2.079441542,1,0,0,2.8,0.99,60,NA,1,1,1,1,1,0
1,18.56044269,2.833213344,0,0,1,3.4,0.5,19,6.57E-05,NA,0,1,1,1,0
1,NA,2.302585093,0,0,1,2.4,NA,21,0.001,NA,0,0,1,1,0
1,19.09135407,2.197224577,0,1,0,4,0.65,91,2.00E-04,NA,0,1,1,1,1
0,18.42068074,0,0,0,1,2.3,NA,92,0.00033,NA,0,0,0,0,0
1,20.7132155,2.564949357,0,0,1,4,0.33,7,0.000142,1,1,1,1,1,3
0,#NAME?,2.302585093,0,0,1,2.5,NA,72,6.70E-05,1,0,0,1,1,0
1,12.10071213,1.945910149,1,0,0,2.7,NA,54,0.14,1,1,1,1,1,0
1,17.03438638,1.386294361,0,0,1,2.6,0.9,37,0.0014,1,1,0,1,1,0
0,20.39476177,3.044522438,0,0,1,3.4,0.6,30,0.00014,1,0,1,1,1,0
0,14.91412285,0,0,0,1,1.5,0.6,8,0.0012,0,0,0,1,1,3
0,22.37882368,3.044522438,0,0,1,3.1,0.55,30,6.20E-07,1,0,1,1,1,3
0,#NAME?,2.079441542,0,0,1,1.6,0.7,49,2.00E-04,1,NA,NA,NA,NA,NA
0,#NAME?,1.386294361,0,0,1,1.5,NA,45,0.000112,NA,0,0,1,1,0
1,NA,2.944438979,0,0,1,3.3,0.7,11,0.00049,NA,1,1,1,0,2
0,#NAME?,1.609437912,0,0,1,2.6,0.65,21,0.001,NA,1,1,1,0,0
0,17.72753356,2.63905733,1,0,0,2.5,0.5,-61,0.001,1,0,0,1,0,0
0,14.91412285,1.791759469,0,0,1,1.4,NA,30,0.00154,NA,1,1,0,0,0
1,17.90985512,2.995732274,0,0,1,4,0.6,42,0.00166,1,1,1,1,1,3
1,19.6197415,2.48490665,0,0,1,3.6,0.94,30,2.80E-05,NA,1,1,1,1,0
0,#NAME?,1.945910149,0,0,1,3.5,0.6,50,0.001,1,0,0,1,1,0
0,17.98989783,1.098612289,0,0,1,2,0.65,31,0.000231,NA,0,0,1,0,0
0,#NAME?,1.791759469,0,0,1,2.4,NA,47,0.0012,1,0,1,1,0,0
1,18.42068074,2.197224577,0,0,1,3.4,NA,29,0.0018,NA,0,0,1,1,3
1,24.46093546,3.044522438,0,0,1,4,0.34,31,0.045,1,0,1,1,1,3
0,19.67344371,2.079441542,0,0,1,2.6,0.7,44,4.20E-05,1,0,1,1,0,0
1,10.81977828,#NAME?,0,1,0,1.4,NA,82,0.05,1,0,1,1,0,0
0,22.1095602,1.098612289,0,1,0,2.3,0.73,59,1.40E-05,1,1,1,1,0,0
1,NA,#NAME?,0,0,1,1.1,NA,30,0.02,NA,0,0,0,1,0
0,19.68819157,2.564949357,0,0,1,2.5,0.4,44,0.00048,1,1,1,1,0,0
0,#NAME?,1.098612289,0,0,1,1.8,NA,60,NA,NA,1,0,1,1,0
1,19.67344371,2.708050201,0,0,1,4.1,0.35,31,0.00014,NA,1,1,1,1,2
0,18.82614585,2.890371758,1,0,0,3,0.6,42,0.00033,1,0,1,1,0,0
1,30.27007845,1.098612289,0,0,1,3,NA,15,NA,1,1,1,1,0,3
1,18.42068074,2.63905733,0,0,1,3.4,NA,49,NA,NA,0,0,1,1,0
1,NA,3.218875825,0,0,1,3.5,0.66,31,1.40E-05,1,0,1,1,0,2
0,16.55635058,#NAME?,1,0,0,1.9,0.5,56,0.00035,0,0,0,1,1,0
0,16.70588232,2.079441542,1,0,0,4.3,0.25,70,0.0014,1,1,1,1,1,0
1,NA,2.564949357,0,0,1,3.8,0.85,31,5.00E-04,1,1,1,1,1,3
0,#NAME?,1.791759469,1,0,0,2.3,0.6,28,0.001,1,0,0,1,0,0
1,18.75715298,2.890371758,0,0,1,3.1,0.7,35,0.000336,1,0,1,1,1,0
1,21.01593545,1.609437912,0,0,1,2.4,0.67,47,0.00013,NA,0,1,1,0,0
1,15.78959158,2.890371758,0,0,1,3.5,0.72,46,0.0067,1,0,1,1,1,3
0,#NAME?,1.791759469,0,0,1,2.1,0.4,60,NA,1,0,0,1,0,0
0,16.11809565,2.079441542,0,0,1,2.1,0.5,56,0.001,1,0,1,1,0,0
1,17.72753356,2.302585093,0,0,1,3.5,0.4,30,0.002,1,0,1,1,1,1
0,16.71693215,2.564949357,0,0,1,2.5,0.91,31,0.0035,NA,1,1,1,0,0
1,18.44537336,2.302585093,0,0,1,2.8,0.82,45,4.00E-04,1,1,1,1,1,0
1,18.42068074,2.302585093,0,0,1,3.7,0.4,62,0.00135,1,0,0,1,1,0
1,18.47894965,1.791759469,0,0,1,3.2,0.66,8,0.0011,1,0,1,1,1,0
1,17.50439001,3.401197382,0,1,0,4,0.4,60,0.0014,1,1,1,1,1,3
1,16.81124283,2.079441542,0,0,1,4,0.8,30,0.0014,1,0,0,1,1,3
0,6.214608098,1.386294361,0,1,0,2.1,0.5,31,NA,1,0,1,1,1,0
1,21.55951386,2.708050201,0,0,1,4,0.65,0,3.30E-05,1,1,1,1,1,3
1,21.12873095,2.890371758,0,0,1,4.7,0.5,19,7.70E-05,1,1,1,1,1,1
1,NA,1.098612289,0,0,1,2.3,NA,31,NA,NA,0,0,1,1,0
1,NA,#NAME?,0,0,1,2,NA,31,NA,NA,0,0,1,0,1
0,10.1265911,2.302585093,0,0,1,2.3,NA,86,NA,1,0,0,1,1,0
0,18.51599092,2.197224577,0,0,1,2.5,0.55,60,7.00E-04,1,1,1,1,1,0
1,18.6438243,2.302585093,0,0,1,3.5,NA,15,NA,1,0,1,1,1,3
1,20.72326584,2.197224577,0,0,1,1.8,NA,31,NA,NA,0,0,1,1,0
1,NA,2.397895273,0,0,1,2.3,NA,29,0.03223057,NA,0,0,1,0,2
0,19.80697511,2.708050201,0,0,1,3.4,0.25,43,1.00E-04,1,1,1,1,1,1
0,#NAME?,2.079441542,0,0,1,2.1,NA,35,0.00014,1,1,1,1,0,0
0,#NAME?,2.708050201,1,0,0,3.1,0.4,36,3.00E-04,1,0,1,1,1,0
0,#NAME?,#NAME?,0,0,1,1.6,0.51,-7,0.00017,1,0,0,1,0,0
0,#NAME?,2.397895273,0,0,1,3,NA,19,0.00014,1,1,1,1,1,0
1,17.62217305,1.609437912,0,0,1,2.8,NA,90,0.0028,1,1,1,1,1,0
0,17.50439001,2.302585093,0,0,1,2.9,NA,28,0.00014,0,1,1,1,1,0
1,16.06431506,1.386294361,0,0,1,2.5,NA,31,0.004,NA,0,0,1,1,3
1,17.72753356,2.48490665,0,0,1,4.2,0.6,25,0.00014,NA,1,1,1,1,0
1,NA,1.945910149,1,0,0,2,0.8,40,0.0014,1,0,1,1,0,0
1,18.0640058,3.295836866,0,0,1,3.6,0.7,40,0.00049,1,1,1,1,1,3
0,17.21670794,2.772588722,1,0,0,3.7,0.2,16,NA,1,0,1,1,1,0
1,NA,2.944438979,0,0,1,2.3,0.9,26,0.00087,1,1,1,1,1,0
0,16.02378497,#NAME?,0,0,1,1.3,0.4,32,0.000966,0,0,0,1,0,0
1,19.51929303,3.401197382,0,0,1,3.6,0.5,47,0.00014,1,1,1,1,1,0
0,18.68304501,2.397895273,0,0,1,2.8,0.6,29,2.00E-04,1,0,0,1,0,0
1,19.92475814,3.970291914,0,0,1,4.1,0.35,4,0.000133,1,1,1,1,1,0
1,NA,1.609437912,0,0,1,2.9,NA,33,0.0014,1,1,0,1,1,0
1,23.54464472,2.564949357,0,1,0,3.8,0.84,59,0,NA,1,1,1,1,0
1,NA,2.48490665,0,1,0,3.2,NA,21,0.00182,1,0,0,1,1,0
1,NA,#NAME?,0,0,1,2.2,NA,30,NA,NA,1,0,1,1,0
1,18.42068074,2.302585093,0,0,1,4.1,0.5,21,1.00E-04,1,0,0,1,1,3
1,NA,#NAME?,0,0,1,2.1,NA,30,NA,NA,0,0,1,0,3
1,16.81124283,3.091042453,0,0,1,2.6,0.5,15,0.007,1,0,0,1,1,0
1,17.11134742,2.397895273,0,0,1,3,0.82,77,8.00E-04,NA,1,1,1,1,0
1,NA,3.36729583,0,0,1,2.9,0.6,42,0.0001701,1,0,0,1,0,0
1,16.99356439,2.833213344,0,0,1,3.8,0.4,30,0.001386,NA,0,0,1,1,3
0,#NAME?,1.098612289,0,1,0,1.5,0.8,30,0.001,1,0,1,0,0,0
0,19.11382792,1.609437912,0,0,1,1.6,0.44,196,0.00035,NA,1,1,0,0,0
0,18.82614585,2.397895273,0,0,1,2.5,0.5,30,0.00025,1,1,1,1,1,0
0,15.60727003,#NAME?,0,0,1,2.1,0.75,34,7.00E-04,1,0,0,1,0,0
0,18.28141868,#NAME?,0,0,1,1.8,0.29,28,7.90E-05,1,0,1,1,1,0
0,#NAME?,1.791759469,0,0,1,2.4,0.42,71,0.00039,1,1,1,1,1,0
1,18.19753719,2.48490665,0,0,1,3,0.77,15,0.00084,1,1,1,1,1,0
1,NA,1.791759469,0,0,1,3.2,0.51,30,0.0045,1,1,1,1,0,0
0,17.72753356,2.397895273,0,0,1,3.5,0.88,21,0.0033,NA,0,0,1,1,0
1,22.51502531,4.204692619,0,0,1,3.5,0.33,0,2.10E-05,1,1,1,1,1,0
1,19.37619219,2.890371758,0,0,1,3.9,0.4,30,9.80E-05,0,1,1,1,1,3
1,19.29614948,2.079441542,0,0,1,3.2,NA,17,1.00E-04,NA,0,1,1,1,0
0,17.72815337,2.890371758,0,0,1,3.9,0.6,21,NA,1,1,1,1,1,1
0,19.0492894,2.079441542,0,0,1,2.5,0.75,70,0.00014,1,1,1,1,0,0
0,#NAME?,0.693147181,0,1,0,2.1,0.49,54,0.0025,1,1,1,1,0,0
1,NA,3.135494216,0,0,1,4,1,30,1.40E-05,1,0,1,1,0,0
1,18.24632736,1.791759469,1,0,0,2,0.84,35,0.00035,1,1,1,1,0,0
1,17.17143159,2.890371758,0,0,1,3.3,0.35,9,0.0025,1,0,1,1,0,3
1,NA,2.302585093,1,0,0,3.2,0.5,31,NA,1,0,0,1,0,2
0,#NAME?,2.302585093,0,0,1,2.9,0.8,46,0.0235,1,1,1,1,1,0
1,NA,1.386294361,0,0,1,3.3,0.29,34,0.00553,1,1,0,1,1,0
1,NA,2.833213344,1,0,0,3.5,0.35,6,NA,1,0,1,1,1,0
0,11.15625052,1.609437912,0,0,1,1.9,NA,31,0.025,1,0,1,0,0,0
1,18.13299867,2.197224577,1,0,0,3.3,0.5,0,NA,1,0,1,1,0,3
0,19.45030016,1.098612289,0,0,1,2.4,0.7,14,0.00087,1,0,0,1,0,0
1,18.42068074,3.044522438,1,0,0,4.7,0.33,7,0.00378,1,0,0,1,1,0
1,5.991464547,1.945910149,0,0,1,2.6,0.6,46,0.1568,1,1,1,1,0,0
1,15.62379933,#NAME?,0,0,1,2.6,0.17,30,0.00084,NA,0,0,1,1,0
1,NA,2.995732274,0,0,1,3.8,0.4,40,1.00E-04,1,1,1,1,1,2
0,20.16114692,2.302585093,1,0,0,3.5,0.57,71,0.001,1,1,0,1,1,2
0,#NAME?,0.693147181,0,0,1,1.5,NA,30,0.05,1,0,1,1,0,0
1,5.703782475,3.688879454,0,0,1,4.5,0.6,23,0.00014,1,1,1,1,1,2
1,NA,1.791759469,0,0,1,2.3,NA,30,0.00784,NA,0,0,0,0,0
1,17.82284374,2.708050201,0,0,1,3.8,0.55,0,0.003,1,0,1,1,1,3
1,21.82187813,3.135494216,1,0,0,3.6,0.52,100,4.20E-05,1,1,1,1,0,3
1,15.60727003,1.945910149,0,1,0,3.1,0.6,0,0.0109,1,0,1,1,1,2
1,16.11809565,2.197224577,0,1,0,2.3,0.33,26,0.000112,1,1,1,1,1,0
1,19.16261809,3.044522438,0,0,1,4.8,0.7,14,1.00E-04,1,1,1,1,1,3
1,19.11881547,3.135494216,0,0,1,4,0.67,0,0.00014,1,1,1,1,1,0
